id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1112782621246185315,https://www.airbnb.com/rooms/1112782621246185315,20250929042214,2025-09-29,previous scrape,"Central, cozy & bright apartment","Enjoy a stylish experience at this centrally-located place. It's bright, relaxing, filled with good vibes & lots of plants. When you enter the place you will immediately feel at home. Its located in a very quiet neighbourhood, you can reach Zurich train station within 5min by train, walk to the lake in 15min or be in the forest in 10min and walk up Uetliberg. You will be in the coolest neighbourhood - Wiedikon, which is full of cute cafes, parks, restaurant & places to go out.",,https://a0.muscache.com/pictures/miso/Hosting-761544444376051217/original/95ef9df8-2932-4cf8-9963-5b3501ca11e8.jpeg,21750,https://www.airbnb.com/users/show/21750,Leila,2009-06-16,"Zürich, Switzerland","I love traveling and getting to know new people, their culture and tasting their food. I'm open minded and outgoing. Hosting guests from all over the world is a beautiful way to meet new people and to share a home.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/f00733d3-831b-4a49-ac8a-6a974b8900b6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f00733d3-831b-4a49-ac8a-6a974b8900b6.jpg?aki_policy=profile_x_medium,,3,5,"['email', 'phone']",t,t,,Alt-Wiedikon,Kreis 3,47.36413,8.51548,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Heating"", ""First aid kit"", ""Dining table"", ""Dryer"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""Bathtub"", ""Hot water kettle"", ""Dishes and silverware"", ""Room-darkening shades"", ""Essentials"", ""Refrigerator"", ""Cleaning products"", ""Drying rack for clothing"", ""Sound system"", ""Kitchen"", ""Hot water"", ""Cooking basics"", ""Hair dryer"", ""Washer""]",,2,365,2,2,365,365,2.0,365.0,,t,0,0,0,0,2025-09-29,0,0,0,0,0,0,,,,,,,,,,,,f,2,1,1,0,
1112909012854600340,https://www.airbnb.com/rooms/1112909012854600340,20250929042214,2025-09-29,city scrape,Serviced rooftop apartment next to Paradeplatz,,"no naibors in the building, only offices below",https://a0.muscache.com/pictures/hosting/Hosting-1112909012854600340/original/31cd9d92-de50-43a1-a459-b84ad694e0ee.jpeg,22592993,https://www.airbnb.com/users/show/22592993,Robert,2014-10-16,"Feusisberg, Switzerland","Im Roberto, from Switzerland",within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/User/original/a59edf59-ec66-4e97-9a75-c9aa9fd7a1cc.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/a59edf59-ec66-4e97-9a75-c9aa9fd7a1cc.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Zürich, Switzerland",Enge,Kreis 2,47.36735617371112,8.534955984539899,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,2,"[""Waterfront"", ""Exercise equipment"", ""Game console: PS5"", ""Central heating"", ""Sonos Bluetooth sound system"", ""Free dryer \u2013 In unit"", ""Air conditioning"", ""Dining table"", ""Elevator"", ""Bed linens"", ""Cleaning available during stay"", ""Bathtub"", ""Lockbox"", ""Wifi"", ""Long term stays allowed"", ""BBQ grill"", ""Private entrance"", ""Dishes and silverware"", ""Hangers"", ""Private patio or balcony"", ""Self check-in"", ""Essentials"", ""Refrigerator"", ""Dedicated workspace"", ""Cleaning products"", ""Kitchen"", ""Outdoor dining area"", ""TV"", ""City skyline view"", ""Cooking basics"", ""Hair dryer"", ""Washer"", ""Movie theater""]",$259.00,60,700,30,30,700,700,30.0,700.0,,,23,53,83,358,2025-09-29,0,0,0,87,0,0,0,,,,,,,,,,,f,1,1,0,0,
1113105733496722588,https://www.airbnb.com/rooms/1113105733496722588,20250929042214,2025-09-29,city scrape,"Apartamento de 2,1/2 con Balcón","Hugs to simplicidade neste, a quiet, well-located place.  With public transport to all the places at 300 meters the bus stop and 5 minutes to the train terminal where you can take trains and buses to anywhere. It is also rented indefinitely.",,https://a0.muscache.com/pictures/hosting/Hosting-1113105733496722588/original/43675ad5-d414-4e69-8946-08aaff02491c.jpeg,150950946,https://www.airbnb.com/users/show/150950946,Rodriguez,2017-09-17,"Zürich, Switzerland","",within an hour,100%,92%,t,https://a0.muscache.com/im/pictures/user/5b98cfde-5853-4ee5-83a5-0f0f5913cafb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5b98cfde-5853-4ee5-83a5-0f0f5913cafb.jpg?aki_policy=profile_x_medium,Jacumã,4,4,['phone'],t,t,,Albisrieden,Kreis 9,47.3782706,8.4837454,Entire rental unit,Entire home/apt,1,1.0,1 bath,1,1,"[""Wifi"", ""TV"", ""Kitchen""]",$108.00,5,365,5,5,365,365,5.0,365.0,,t,0,0,28,208,2025-09-29,4,4,0,32,1,40,4320,2024-10-09,2025-05-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,3,1,2,0,0.34
1113774205494762701,https://www.airbnb.com/rooms/1113774205494762701,20250929042214,2025-09-29,previous scrape,Zimmer in der Fliederhof-WG,"Thrive in the calm of Zurichberg in an international flat-sharing community in a beautiful and quiet historical location. We are a dynamic community of folks of different ages coming from different countries. You are welcome to enjoy the space and your independence, or join us for dinner and other discussions. We share a kitchen and 2 bathrooms. At the moment, you'd enjoy the comfort of your own room, and you'd share the rest of the house with 4 other people, split between 3 floors.",,https://a0.muscache.com/pictures/c7537f5e-75cb-48ec-a6fe-f2b99cbddd5a.jpg,89397717,https://www.airbnb.com/users/show/89397717,Dieter,2016-08-11,,"",within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/60d4c11b-4a8f-4181-aaa6-330f0fbbeccb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/60d4c11b-4a8f-4181-aaa6-330f0fbbeccb.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone', 'work_email']",t,t,,Fluntern,Kreis 7,47.3808254,8.564489199999999,Private room in home,Private room,2,,1 shared bath,,,"[""Heating"", ""Ethernet connection"", ""Wine glasses"", ""Microwave"", ""Fire pit"", ""Clothing storage"", ""First aid kit"", ""Dining table"", ""Dryer"", ""Bed linens"", ""Dishwasher"", ""Free parking on premises"", ""Body soap"", ""Lock on bedroom door"", ""Bathtub"", ""Lockbox"", ""Wifi"", ""Shampoo"", ""Smoke alarm"", ""Books and reading material"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Self check-in"", ""Room-darkening shades"", ""Essentials"", ""Shower gel"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Refrigerator"", ""Patio or balcony"", ""Luggage dropoff allowed"", ""Backyard"", ""Cleaning products"", ""Sound system"", ""Kitchen"", ""Outdoor dining area"", ""Hot water"", ""Cooking basics"", ""Hair dryer"", ""Washer"", ""Oven"", ""Iron"", ""Fire extinguisher""]",,2,365,2,2,365,365,2.0,365.0,,t,0,0,0,0,2025-09-29,25,19,0,0,11,114,,2024-04-01,2025-08-29,5.0,5.0,4.96,4.88,5.0,4.92,5.0,,f,1,0,1,0,1.37
1114503194643592681,https://www.airbnb.com/rooms/1114503194643592681,20250929042214,2025-09-29,city scrape,Charming studio in the city centre (Art 14),"This charming studio is located in the heart of Zurich, offering a peaceful retreat just minutes away from the city's main attractions.<br /><br />A modern and well-equipped studio (35 sqm), ideal for a relaxing stay.<br /><br />☞ 5 min walk to Kunsthaus Zurich<br />☞ 6-8 min walk to Bellevue Square & Zurich Lake<br />☞ 8 min walk to Stadelhofen Train Station<br />☞ 2 min walk to Kunsthaus tram stop","This centrally located studio provides easy access to Zurich’s most popular sights. Within walking distance, you’ll find Kunsthaus Zurich, Bellevue Square, and the beautiful Zurich Lake. The area is also home to grocery stores (Spar, Coop) and excellent restaurants.<br /><br />Public transport connections are excellent:<br />☞ 2 min walk to Kunsthaus tram stop (lines 3, 5, 8, 9) and bus lines 31, 33<br />☞ 8 min walk to Stadelhofen Train Station with direct trains to Zurich Airport<br />☞ Easy access to Zurich HB (main train station) via tram or train<br /><br />A perfect location for exploring Zurich with ease!",https://a0.muscache.com/pictures/miso/Hosting-1114503194643592681/original/664c3e73-07a9-448e-8335-c7d8fedeca16.jpeg,23561865,https://www.airbnb.com/users/show/23561865,Dimi,2014-11-10,"Zurich, Switzerland","",within an hour,100%,95%,,https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_x_medium,,218,252,"['email', 'phone', 'work_email']",t,f,"Zürich, Switzerland",Hottingen,Kreis 7,47.36989,8.54989,Entire rental unit,Entire home/apt,2,1.0,1 bath,0,1,"[""Heating"", ""Ethernet connection"", ""Wine glasses"", ""Freezer"", ""Toaster"", ""Microwave"", ""Single level home"", ""Clothing storage"", ""Dining table"", ""Elevator"", ""Bed linens"", ""Lockbox"", ""Hot water kettle"", ""Wifi"", ""Long term stays allowed"", ""Private entrance"", ""Washer \u2013\u00a0In building"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Self check-in"", ""Room-darkening shades"", ""Housekeeping - available at extra cost"", ""Essentials"", ""Coffee maker"", ""Baking sheet"", ""Dryer \u2013 In building"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Drying rack for clothing"", ""Hot water"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Trash compactor"", ""Laundromat nearby"", ""Oven"", ""Iron""]",$125.00,2,365,2,90,365,365,47.7,365.0,,t,1,1,1,46,2025-09-29,37,20,4,1,17,120,15000,2024-04-06,2025-09-26,4.65,4.7,4.76,4.89,4.84,4.84,4.57,,t,133,133,0,0,2.05
1114527581245147398,https://www.airbnb.com/rooms/1114527581245147398,20250929042214,2025-09-29,city scrape,Cute Studio next to Museum of Art (Art 9),"This charming studio is located in the heart of Zurich, offering a peaceful retreat just minutes away from the city's main attractions.<br /><br />A modern and well-equipped studio (30 sqm) with a private balcony, ideal for a relaxing stay.<br /><br />☞ 5 min walk to Kunsthaus Zurich<br />☞ 6-8 min walk to Bellevue Square & Zurich Lake<br />☞ 8 min walk to Stadelhofen Train Station<br />☞ 2 min walk to Kunsthaus tram stop","This centrally located studio provides easy access to Zurich’s most popular sights. Within walking distance, you’ll find Kunsthaus Zurich, Bellevue Square, and the beautiful Zurich Lake. The area is also home to grocery stores (Spar, Coop) and excellent restaurants.<br /><br />Public transport connections are excellent:<br />☞ 2 min walk to Kunsthaus tram stop (lines 3, 5, 8, 9) and bus lines 31, 33<br />☞ 8 min walk to Stadelhofen Train Station with direct trains to Zurich Airport<br />☞ Easy access to Zurich HB (main train station) via tram or train<br /><br />A perfect location for exploring Zurich with ease!",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTExNDUyNzU4MTI0NTE0NzM5OA%3D%3D/original/9390c43c-d3e3-4f57-b815-a418eb34e75d.jpeg,23561865,https://www.airbnb.com/users/show/23561865,Dimi,2014-11-10,"Zurich, Switzerland","",within an hour,100%,95%,,https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_x_medium,,218,252,"['email', 'phone', 'work_email']",t,f,"Zürich, Switzerland",Hottingen,Kreis 7,47.36976,8.54998,Entire rental unit,Entire home/apt,2,1.0,1 bath,0,1,"[""Heating"", ""Mini fridge"", ""Ethernet connection"", ""Clothing storage"", ""Elevator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Long term stays allowed"", ""Washer \u2013\u00a0In building"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Self check-in"", ""Room-darkening shades"", ""Essentials"", ""Coffee maker"", ""Dryer \u2013 In building"", ""Patio or balcony"", ""Dedicated workspace"", ""Kitchen"", ""Hot water"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Trash compactor"", ""Oven"", ""Iron""]",$130.00,2,365,2,90,365,365,47.7,365.0,,t,19,22,22,22,2025-09-29,43,28,1,22,24,168,21840,2024-05-16,2025-09-02,4.84,4.84,4.84,4.88,4.98,4.91,4.74,,t,133,133,0,0,2.57
1114532101632799702,https://www.airbnb.com/rooms/1114532101632799702,20250929042214,2025-09-29,city scrape,Amazing studio in the city centre (Art 12),"This charming studio is located in the heart of Zurich, offering a peaceful retreat just minutes away from the city's main attractions.<br /><br />A modern and well-equipped studio (30 sqm) with a private balcony, ideal for a relaxing stay.<br /><br />☞ 5 min walk to Kunsthaus Zurich<br />☞ 6-8 min walk to Bellevue Square & Zurich Lake<br />☞ 8 min walk to Stadelhofen Train Station<br />☞ 2 min walk to Kunsthaus tram stop","This centrally located studio provides easy access to Zurich’s most popular sights. Within walking distance, you’ll find Kunsthaus Zurich, Bellevue Square, and the beautiful Zurich Lake. The area is also home to grocery stores (Spar, Coop) and excellent restaurants.<br /><br />Public transport connections are excellent:<br />☞ 2 min walk to Kunsthaus tram stop (lines 3, 5, 8, 9) and bus lines 31, 33<br />☞ 8 min walk to Stadelhofen Train Station with direct trains to Zurich Airport<br />☞ Easy access to Zurich HB (main train station) via tram or train<br /><br />A perfect location for exploring Zurich with ease!",https://a0.muscache.com/pictures/miso/Hosting-1099334065912981764/original/b28d872e-4ef3-444e-a1e9-1f0e51f6847d.jpeg,23561865,https://www.airbnb.com/users/show/23561865,Dimi,2014-11-10,"Zurich, Switzerland","",within an hour,100%,95%,,https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_x_medium,,218,252,"['email', 'phone', 'work_email']",t,f,"Zürich, Switzerland",Hottingen,Kreis 7,47.37026,8.55064,Entire rental unit,Entire home/apt,2,1.0,1 bath,0,1,"[""Heating"", ""Mini fridge"", ""Ethernet connection"", ""Clothing storage"", ""Elevator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Long term stays allowed"", ""Washer \u2013\u00a0In building"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Self check-in"", ""Room-darkening shades"", ""Essentials"", ""Coffee maker"", ""Dryer \u2013 In building"", ""Patio or balcony"", ""Dedicated workspace"", ""Kitchen"", ""Hot water"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Trash compactor"", ""Oven"", ""Iron""]",$97.00,2,365,2,90,365,365,47.7,365.0,,t,0,0,0,45,2025-09-29,9,4,0,0,5,24,2328,2024-05-31,2025-06-06,4.67,4.89,4.89,4.78,4.89,4.78,4.11,,t,133,133,0,0,0.55
1114561957367016928,https://www.airbnb.com/rooms/1114561957367016928,20250929042214,2025-09-29,city scrape,"2 BR, top location, high comfort, near green park","Welcome to this large 2 BR with King- & Queen beds. At 3min distance to Zurich Oerlikon, Zurich HB (city center) is at 6min. Several restaurants, bars, supermarkets are across the street. The kitchen is with plenty of utensils for cooking & baking. All rooms at full comfort, desks, monitor, 5G WiFi. Air system is w/o temperature change, but great insulation. Private Patio invites to spend outdoors. Green parks around the corner to keep Kids and Adults entertained in play, sports, walks, sunsets.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTExNDU2MTk1NzM2NzAxNjkyOA==/original/701ba46b-d667-4186-87f0-8543e2615488.jpeg,41370631,https://www.airbnb.com/users/show/41370631,Bernd,2015-08-13,"Zürich, Switzerland","I enjoy Airbnb both in hosting and traveling. It can be an inspiration for interior, arts and lifestyle.
I adore apartments of superior quality and charisma. 
Recently I'm hosting, and in doing so, I strive to offer a service of excellence. Welcome to my listed apartment with selective interiors of leading Italian manufacturers.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-41370631/original/bd52a2e6-b703-4f08-8670-2ce273381cc9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-41370631/original/bd52a2e6-b703-4f08-8670-2ce273381cc9.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Seebach,Kreis 11,47.41567,8.54214,Entire rental unit,Entire home/apt,3,1.0,1 bath,2,2,"[""Heating"", ""Outdoor furniture"", ""Wine glasses"", ""Freezer"", ""Host greets you"", ""Clothing storage"", ""Dining table"", ""Elevator"", ""Dryer"", ""Bed linens"", ""Outdoor playground"", ""Paid parking off premises"", ""Dishwasher"", ""Body soap"", ""Rice maker"", ""Bathtub"", ""Hot water kettle"", ""Wifi"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Ping pong table"", ""Blender"", ""Essentials"", ""Shower gel"", ""Extra pillows and blankets"", ""Baking sheet"", ""Refrigerator"", ""Patio or balcony"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Cleaning products"", ""Kitchen"", ""Backyard"", ""Hot water"", ""Coffee maker: Nespresso"", ""Cooking basics"", ""Central air conditioning"", ""Hair dryer"", ""Washer"", ""Oven"", ""Iron"", ""Electric stove""]",$198.00,6,365,6,6,365,365,6.0,365.0,,t,0,29,59,60,2025-09-29,5,4,0,60,2,48,9504,2024-07-28,2025-08-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,1,1,0,0.35
1115154631828835298,https://www.airbnb.com/rooms/1115154631828835298,20250929042214,2025-09-29,city scrape,Charmantes Zimmer in Altstadt,"Welcome to our charming guest room in the 150-year-old Spanish restaurant Bodega Española. Here you can experience the charm of one of the oldest restaurants in Zurich, combined with modern amenities and comfort. Our central location in Zurich's picturesque old town right next to the Grossmünster provides convenient access to public transport and the main train station.",,https://a0.muscache.com/pictures/miso/Hosting-1115154631828835298/original/37657946-8a8a-45dc-8a30-684efcc6b674.jpeg,567699919,https://www.airbnb.com/users/show/567699919,David,2024-03-18,,"",within a day,90%,70%,f,https://a0.muscache.com/im/pictures/user/User/original/cf066d3e-1bb4-4dcf-be13-e12136ceafe3.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/cf066d3e-1bb4-4dcf-be13-e12136ceafe3.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Rathaus,Kreis 1,47.37125329816275,8.544132086508188,Private room in townhouse,Private room,2,1.0,1 private bath,1,1,"[""Luggage dropoff allowed"", ""Clothing storage: closet"", ""Bed linens"", ""Dedicated workspace"", ""TV"", ""Central heating"", ""Room-darkening shades"", ""Lock on bedroom door"", ""Wifi"", ""Long term stays allowed"", ""Smoke alarm"", ""Fire extinguisher""]",$115.00,2,14,1,2,14,14,2.0,14.0,,t,8,24,26,52,2025-09-29,80,64,6,28,27,255,29325,2024-06-23,2025-09-25,4.9,4.89,4.96,4.96,4.89,4.99,4.86,,f,1,0,1,0,5.17
1115221823644314395,https://www.airbnb.com/rooms/1115221823644314395,20250929042214,2025-09-29,city scrape,"Central choice, Oasis of Peace next to USZ/ETH","Top location in the quiet and most beautiful neighborhood on the Züriberg with access to great sports and recreational area<br /><br />1-room apartment on the 2nd floor<br /><br />Distances.<br /><br />Bus and tram 300 m<br />Shopping 300 m<br />Bakery 200 m <br />Laundry 300 m<br /><br />ETH and USZ 750m<br />Old Town 1 km<br />Central Station approx. 1.5 km<br /><br />Meadows and forests 1 km<br />Lake 1.7 km<br />Mountain Bike Pumptrack 3km<br />Vita Parcours, Bike Trails, <br />Outdoor swimming pool Dolder and golf 2,5 km",Quiet and extremely safe neighborhood with distant view in the middle of the city,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTExNTIyMTgyMzY0NDMxNDM5NQ%3D%3D/original/fafbdecc-cf1d-4891-b228-55b98e4b3b1a.jpeg,424088625,https://www.airbnb.com/users/show/424088625,Samuel,2021-09-22,,"",within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/User-424088625/original/00d4c942-63f0-4154-b29c-a19cf82d3c2a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-424088625/original/00d4c942-63f0-4154-b29c-a19cf82d3c2a.jpeg?aki_policy=profile_x_medium,,2,5,"['email', 'phone']",t,t,"Zürich, Switzerland",Fluntern,Kreis 7,47.37752515341557,8.557674027979374,Entire condo,Entire home/apt,2,1.0,1 bath,1,1,"[""Clothing storage: closet"", ""Wine glasses"", ""Central heating"", ""Other electric stove"", ""Freezer"", ""Coffee maker: french press, Nespresso"", ""Pets allowed"", ""Single level home"", ""Host greets you"", ""Dining table"", ""Bed linens"", ""Body soap"", ""Bathtub"", ""Hot water kettle"", ""Long term stays allowed"", ""Shampoo"", ""Smoke alarm"", ""Paid parking lot on premises \u2013 1 space"", ""Private entrance"", ""Books and reading material"", ""Dishes and silverware"", ""Hangers"", ""Coffee"", ""Room-darkening shades"", ""Blender"", ""Essentials"", ""Portable fans"", ""Shower gel"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Baking sheet"", ""Refrigerator"", ""Paid parking lot off premises"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Kitchen"", ""Hot water"", ""Fast wifi \u2013 176 Mbps"", ""Cooking basics"", ""Hair dryer"", ""Laundromat nearby"", ""Oven"", ""Fire extinguisher"", ""Housekeeping available from 8:00\u202fAM to 6:00\u202fPM, every day - available at extra cost""]",$127.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,10,17,17,2025-09-29,49,31,3,17,26,186,23622,2024-05-18,2025-09-16,4.98,4.98,4.92,5.0,5.0,4.92,4.8,,f,2,2,0,0,2.94
1115359737883601596,https://www.airbnb.com/rooms/1115359737883601596,20250929042214,2025-09-29,city scrape,Zürich City-kleines Studio-Albisriederplatz 4211,"Small, cozy studio in the city of Zurich  for 1 to 2 people (book for 2 guests) near Albisriederplatz, all to yourself! Only a 3-minute walk to Albisriederplatz, the station for tram 2 + 3 /bus, grocery stores/Migros, restaurants, bars, and bakeries. Via tram no. 3, it is 15 minutes to the main train station or city/old town.<br />We also rent an outdoor parking space,CHF 10.-/ day, please let us know your car number and car make! Thank you!",,https://a0.muscache.com/pictures/miso/Hosting-1115359737883601596/original/3a52b830-98a4-49a3-8226-a080a6822344.jpeg,19610180,https://www.airbnb.com/users/show/19610180,Rossana,2014-08-07,"Zürich, Switzerland","Hallo,
wohne und arbeite schon seit immer in der Stadt Zürich.
Freue mich auf Deinen Aufenthalt in dieser spannenden Stadt.",within an hour,100%,100%,t,https://a0.muscache.com/im/users/19610180/profile_pic/1407411304/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/19610180/profile_pic/1407411304/original.jpg?aki_policy=profile_x_medium,,19,23,"['email', 'phone']",t,t,,Hard,Kreis 4,47.38013356708775,8.50698626931151,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Heating"", ""50 inch TV"", ""Microwave"", ""Elevator"", ""Dryer"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Long term stays allowed"", ""Paid parking lot on premises"", ""Shampoo"", ""Smoke alarm"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Self check-in"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Outdoor dining area"", ""Hot water"", ""Cooking basics""]",$95.00,1,5,1,1,5,5,1.0,5.0,,t,20,50,80,352,2025-09-29,8,3,0,84,5,18,1710,2024-05-15,2025-08-03,4.25,4.5,4.88,5.0,4.63,5.0,4.13,,t,19,15,4,0,0.48
1115644068624929675,https://www.airbnb.com/rooms/1115644068624929675,20250929042214,2025-09-29,city scrape,Cozy modern apartment.,"Comfortable, cozy, functional, spacious and well located.",,https://a0.muscache.com/pictures/hosting/Hosting-1115644068624929675/original/2f63c92c-0e2d-43a6-b61c-e9f552ba4793.jpeg,8733042,https://www.airbnb.com/users/show/8733042,Hemerson,2013-09-09,"Zürich, Switzerland","",within a day,100%,79%,t,https://a0.muscache.com/im/pictures/user/7908902b-9d3d-4537-bf84-d82079582bb4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7908902b-9d3d-4537-bf84-d82079582bb4.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Hard,Kreis 4,47.3806046,8.5055631,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,0,"[""Books and reading material"", ""Cleaning products"", ""Sound system"", ""Exercise equipment: free weights"", ""Dedicated workspace"", ""Kitchen"", ""TV"", ""Hot water"", ""Self check-in"", ""Bathtub"", ""Lockbox"", ""Wifi"", ""Washer""]",$124.00,3,365,2,3,365,365,3.0,365.0,,t,0,3,10,22,2025-09-29,13,12,2,11,2,72,8928,2024-09-21,2025-09-21,4.92,4.92,4.92,5.0,5.0,4.54,4.77,,f,1,1,0,0,1.04
